后来服务生就一遍遍的问加不加菜了加不加菜了,考虑到服务员不容易我确实没有翻脸,服务生差的要命,我不知道这条评论能不能让老板看到,然后吃到十点20多的时候服务员一直催说他们已经下班了
环境差,团购量少,杯子也不干净,性价比很低,单点很贵,明显被点评骗了,所以希望别有人跟我一样被骗了,吃的不开心决定下次不再去了,看起来很脏
只是肉比以前薄了不少啊
没有以前好了服务不好菜品也差了太多买的4-6的套餐299还4-6个人量三个人刚刚够菜量太小了不说凉菜就占了一半没有煮食肉没有正常单点的多根本不合适我们四个人又单点了不到200块钱的东西少就少吧我给你传图看看啊玉米饼现在做的什么样啊拿个铁板锅给我上的玉米饼好像别人吃剩下的以后不会在去了大家也注意点吧服务不好菜量小的可以花钱单点上的好像别人剩下的要啥啥没有四个人花了不到500块钱我去哪不能吃饭分享给要去的朋友
两人套餐分量小,感觉一般般,吃不饱,不知道是本身问题还是服务员帮忙烤老了,我们吃的速度太慢了,人不是特别多
服务也不好,我要是老板的话,真的太差劲了??,菜品不好吃
肉烤完了发渣,你拿那些臭虾烂肉来坑消费者只会砸了你十多年建立起来的招牌,上完菜真的让人震惊了,土豆片是凉的烤好之后上的,还有那可怜的牛肋条
看起来店家压根没想改进,上菜还这样说不过去了,一盘菜压着另一盘菜,看过别人的评价
不太够吃肉有点少,点的套餐,对我俩来说
就是西瓜汁48有点贵了,不是很好喝
但是也没上啊,但是我们的海鲜锅都没给我们上,就是量太少了,我们三个女生都不够吃
可惜排风坏了,像小菜一样
肉都烤糊了,服务还有待提高
不是一般的差,要了个鳗鱼饭和小牛饭,没什么味道,味道一般并且上的很慢
服务员给烤好上的请四个朋友又单点一百多,怎么感觉不够吃,晚点去的
地方不好停车
服务提升了,菜品没有原来好吃,尤其是肉少了
就是太贵了,小朋友表示消费不起
就是菜量有点少
差评,服务意识太差,催都不好使
服务,有点,肉还可以
停车费劲,拍了半小时队
也没发现有这个服务,就是服务员就三个,就是量太少了
很久没来
等了一会儿才有位置
幸好酒凉的没法喝,就是在美团提交不上,一回来就不行,价钱贵,量不大,要是不团根本不行,又点了两盘肉一个石锅蚬子个一凉菜
服务态度一次不如一次
一般上班族接受不了,就是价位有点高
或者不会烤的他们会帮忙
汤两小碗,而且不是到刷车厂就是拿个设备在门口给刷一下···团购的这个就是他家的套餐,鸡翅就两个翅中,两个男的吃又加了盘肉才勉强吃饱···刷车也是说暂时不能刷
性价比不高,还要额外点
单点太贵了,但是套餐里的其他东西就一般
价格偏高
不咋样,而且团购的感觉牛肉也没想象中的好吃,量很少
就是价格偏高,上错了菜吃一半拿下去了
就是有点贵
我都没怎么吃,我们四个人都不够吃,就是有点少
一头牛汤,LA调味牛排
说好的擦车业务也没有,比较普通,服务员每一个业务都不熟练,味道没什么特别的,量不够多
虾太小,感觉抽条了
要普通的听装雪碧,不会再来了,不要青柠雪碧,服务员不会帮忙烤,还强词夺理说没有听装雪碧
量也稍少,肉是好肉,价位偏贵
我欠你钱,服务生特别横
服务员也没有提醒我们汤是配饭的,所以感觉浪费了很多米饭
刚吃完出来,还是不要团了,味道都不行,环境,无语
味道差,爱答不理的,服务员的态度也很差
就是服务不太好,服务员不是很热情
就不换吧,女服务员态度很不好,我说换一下,越是旅游景点服务越要提高,要不影响全国人民对大连人的看法,女服务员还很不高兴,服务太差了
牛肉都烤焦了,网上评价都是假的,可能老店更不注重品质了吧,服务员态度散漫,上菜慢,环境太老旧
服务生也忙不过来,也不够吃的,套餐有些不值,孩子一个人都能吃一多半肉
还带血丝,不好吃,肉都是烤完拿过来的
不能用团购真的很遗憾,套餐四个人又加了点
所以不能烤的太过,就是价位不是很亲民
几片肉就敢要127,但是真的太贵了
骗人,团购也太少了,就他么2片肉你逗比啊,真骗人,原价就买2片肉
上菜也不慢,不太舒服
服务员又听不懂话,可能没选到好吃的肉,去了又告诉美团不能用,炒饭不怎么好吃,肉感觉一般
一般般的
总体感觉一般,太不好喝了,那个海鲜火锅汤千万别点
性价比不高
没想到餐厅居然停电,现在出去吃饭别人都开玩笑问我要不要带蜡烛??)差评,还停了三次
但是价格偏高了,菜码小
但是价格偏高了,菜码小
肉的品质不好,应该不会再去的
量也不多,桌子真是少
赠送的肉不太好吃,有点小贵
不知道是不是团购的原因,又不是很便宜的地方,根本吃不饱,肉量奇少,可服务员连部位都不清楚,味道全靠酱汁
餐具还没上齐,服务太差,还得要很多次
价格有点贵
你这是让人去呢还是让人去呢,烤肉店守着碳火都能冷得要命,但其他方面就不尽如人意,我们一行四人3大1小
相当不客气
那么怕上税吗,各种托词不给开发票
人多不合适,菜量真的是太迷你了,而且还得催菜
口味感觉一般而且分量真的是太少了,服务员较少,有些顾不过来
不适合俺这样的穷人啊,也觉得吃不饱,没啥好吃的
可能是过年人手不够,不是说给优惠券吗,可能是过年人手不够车也没给洗,也没有
其余菜品一般
价钱不便宜
有点小贵
也不愿意再来了,叫另一个服务员,服务员奇差无比,全叫服务员给搅合了
服务不是很好啊服务很重要哦
就是太冷了,有点小贵
菜量很少
虽然人比较多,就是座位不太舒服
就是量有点瘦,汤也不如图片
价格有点小贵
吃到后来脚都冻透了,太冷了,价钱太高
但是价格略高啊,但是感觉味道一般吧
火的不得了,希望卫生提高一下
曼鱼饭没想像好吃,口感咸,鱼仅两块
量不是很大,价钱略贵,鸡胗有点硬
味道也一般,之前看排名靠前,结果去了还是挺失望,一般般,地方小又挤
就是有些小贵,量不是很多
菜量有点少
开始觉得有点贵
开始觉得有点贵
太急了,人太多了
店里卫生需要好好搞搞,抹布擦桌子都一股味
价格还不便宜,都一般般吧,环境也一般般,口味一般般
花了310一共,又点了三分饭,不合适,没吃饱
价钱偏贵
肉价格高,地方不大,雪龙贝肉
不过还是好评吧,量太少了,不够吃
就是有点贵
人多,有点小贵
烤肉口味感觉一般,感觉像赶着交差似的,感觉服务有点生硬
发朋友圈送生蚝,不过生蚝都臭了
就是有点小贵
请人吃饭没一样能拿得出手,以前都是单点,里面的四份肉肥腻肥腻的
没吃饱,3个人没吃饱,明明4-6餐,量少,我也是醉了
牛肉粒过肥,团购菜量很少,就是服务员多
老板太逼来了,正常的蒜和发火之后的蒜别的什么都不说了,生菜是铺着盘子上的不会再去了
团购量一般感觉少,有点贵
感觉肉都一个味
厨师换了,而且服务态度也不好,不会再去了,我们是错过了饭点时间去的,服务不到位,辣牛肉汤越来越难吃了
价格偏高
超级贵,又点了六百多味道肉质很一般
不够吃啊噗,好像我们太能吃了
停车困难
就是有点小贵
价格偏贵
就是车位有点少,刷车的设备不好用没刷上车
量小的可怜,口味一般吧
两个人花了四百多,就是有点贵
这点很是不好,其他必须单点了,肉单点很是昂贵
单点菜品和团购套餐的量与品质都有差
人多时,餐具有异味,服务员忙不过来,没有以前那么好了
口味一般吧
口味一般吧
口味一般吧
给换了
口味一般吧
性价比偏低,价格稍贵
就是有点小贵
可就是他家的量太少,价格偏高
优惠太少
性价比不高,分量不多
根本没有平时点的好,套餐太不划算了
就是价钱有点高
很失望,反正是一次比一次难吃了,不知道是换厨师了还是怎么了,不会再去了
服务员的态度还好吧
说去给拿东西,却一个人仍在那烤肉,也没有叫别的服务员去的意图,服务员服务的不是很积极
服务也特别周到价格小贵
长这么大还没见过这种服务员呢,怎么你们服务员还分工干不同的活吗,但是没想到这次来吃服务这么差劲,但是这种服务简直让人接受不了
有点贵给洗车
太贵,但太贵,饭还不能用代金卷
价格有点小贵
觉得价格很贵,不知是大连的原因
地方小了点,人手也不太够
服务也越来越差,用一个烤就好啊,服务员说那就不要用了,服务员态度不好,你们家老板知道吗,到店服务员说不行,服务员以外边客人太多忙不开为由拒绝
价格有点小贵
喊了好多次服务员也没听到
好在有团购,就是有点小贵
这次去感觉没有以前好,感觉贵了,新出的菜谱有点鸡肋
不浪费原价略贵
比一般烤肉店贵一些,团购的券不能用于主食酒水和酱料
基本没咬动,谁说贵的好,点了他们推荐的比较贵的肉,记着别问
最后就用了2张,本来团了6张,和一般的烤肉都差不多
烤的太过了,饮料品类太少
人均120吧
所以以后也不会再去了,结账的时候也没有给优惠券,他家酱料微咸,也不给优惠券,味道只能说是一般般,服务态度一般
人均消费偏贵
感觉团购的东西没有单点的时候好了
她家要是不团购价位还是偏高些,份量不是很大
没完没了的评,还不让复制,什么东西
就是隔断小了那么一点点
环境有些吵
不给烤肉,其实也没有事情,个别人员素质不高
味道很一般,比较贵,味道一般,一般,价位贵
但是影响不了吃肉的心情,不要烤的太老,车位太少了,停车有点不方便,真是棒极了
但是影响不了吃肉的心情,不要烤的太老,车位太少了,停车有点不方便,真是棒极了
但是影响不了吃肉的心情,不要烤的太老,车位太少了,停车有点不方便,真是棒极了
不过靠门的位置有点冷
包间里实在是太冷了,不能用团购卷,非常不满意的一次团购,也不一定来,服务也不是很及时
包间里实在是太冷了,不能用团购卷,非常不满意的一次团购,也不一定来,服务也不是很及时
包间里实在是太冷了,不能用团购卷,非常不满意的一次团购,也不一定来,服务也不是很及时
价格偏高,车位难找,就是量小
1??般般吧,感觉团购和正常点的不太一样
每人6元一小叠好咸不可以用团购券,不然没理由这么贵呀朋友多年前来过,觉得就是地理位置比较好而已
结果这次去居然被告知卡里没有钱,之后一直未用,但是管理有些混乱
就是价格稍贵
就是挺贵的
美团量少的不是一点,就是量差太多了
没白等那么久
就是单点比较贵,点的两人套餐,又单独点了一份肉
非常难吃,既然开门就要服务好每一位顾客,拿走肉烤熟上,美团99不让用,服务员态度差评,肉没熟差评,服务员态度非常不好,但是根本没烤熟
什么什么都平平无奇,不过如此,前台的服务堪忧,尽管排名很靠前但不会想着再去
猪肉品种太多,这个价位的套餐不合适猪肉品种太多,这个价位的套餐不合适
什么都是不行,而且环境特别荒凉
团购分量很少,而且没有主食,148套餐两个人不够吃,味道一般
菜叶子上脏,跟服务员说了,青菜没洗似的,服务员也没说给换一下
贵,环境一般
吃的太匆忙没拍照片,另一碟底全是海鲜汁,卫生不太好
反胃,关键是在生菜了看见虫子了
就是价格真心不便宜
一般吧菜品有点贵服务也一般味道还可以,服务也一般
服务一般化
这次吃饱了
每人6元一小叠好咸不可以用团购券,觉得就是地理位置比较好而已,酱料单一,不然没理由这么贵呀,一般
每人6元一小叠好咸不可以用团购券,觉得就是地理位置比较好而已,酱料单一,不然没理由这么贵呀,一般
每人6元一小叠好咸不可以用团购券,觉得就是地理位置比较好而已,酱料单一,不然没理由这么贵呀,一般
价格不便宜,主食类不能用券
但可能是因为过年期间,人手不够
但是服务态度一般般
排队等了半个小时
排队等了半个小时
排队等了半个小时
排队等了半个小时
排队等了半个小时
服务员少,店内太冷了,服务质量跟不上
就是生菜量越来越少了,两人点了四份生菜才勉强够,不太划算呀
车位少,菜量少
菜量小
没车位谁去吃,停车也不方便,服务也死不懒惨的,一般吧,没想象那么好
服务员也不管你吃不吃,直接上,但是酱料不好吃,不要后还是收了两份的钱
环境一般,服务一般,就是菜品都很贵
不团购的话比较贵
很贵,慎选,不过东西贵
即使价格有些贵人是不少
就是美团后代金券就不能用了
单价稍微有点贵
就是贵啦
价格略贵
价格略贵
加个东西,两男两女不够吃,也就三个人吃的量吧
肉稍咸
但不新颖
总体不满意,服务态度不好,说给优惠券也没给,不会再去了
时间比较长了
贵,停车也不方便,口感很是一般
团购的有些不置
就是怎么感觉菜的分量不够4个人吃呢
就是贵点
2个大人1个孩子还需再点别的烤肉,团购的量捎少
就是生菜量太少且比较贵
就是生菜量太少且比较贵
价格偏贵量较少
价格偏高,座位太窄,一般啦,环境也一般
但是主食和汤用不了团购券,这次是单点的
团购量很少,饭量的的根本不够吃
就这样
9个人吃了1400块钱,大概是周五的问题吧
9个人吃了1400块钱,大概是周五的问题吧
9个人吃了1400块钱,大概是周五的问题吧
9个人吃了1400块钱,大概是周五的问题吧
9个人吃了1400块钱,大概是周五的问题吧
9个人吃了1400块钱,大概是周五的问题吧
没给刷车,料和汤不能打折
量比较少,不够吃呀,5个人又另外点了些主食80元左右
但是不知道为啥座位好湿,不是别的
人不是特别多,六点钟去的
就是价格有点高
其实不怎么样,感觉被骗了,东西比较贵
消费偏高,不过量少
不好吃,以后先暂时不会去了,觉得这次没有以前好
味道凑合吧,真贵啊,还加了不少钱,六块一份的小料真心不值
偏贵,东西感觉没有之前吃过一次的套餐东西多
价钱偏高
但实际点完后,却告诉只有1个菜可以享用团购券,是不是误导消费呢,点餐前服务员说先点完餐再团购可以,不太满意
俩人吃又点了点儿鸡翅鱿鱼金针磨什么的
有股怪味,可乐为何没有听装的呢,太难喝了
我是下午2点去的,好不容易喊来服务员点餐,这次也没人给烤肉了,服务就这么差,但服务员态度差太多了,海鲜炒饭到别的都吃完了也没上来
抵值券不合适,主食和汤不能用,价格贵
就是真心不便宜
就是抵值券不能用在主食和酒类饮品上
量小
永远不想来第二次,吃的胃疼,那个雪龙贝肉简直无语了年轻人都咬不动,肉太老,吃的非常不好,性价比不高
觉得商家不诚信,如果我们不问就被收多了,然后再点了个剔骨羊排,结账直接就按6块一位收钱了,我们点了一个羊肉卷,酱汁6块钱一位不先说明就给端上了
有点小贵
味道差,菜色少,价钱贵,食物与图片非常不相符合
结果也都是温热的,不会再去了,而且都凉了才上,点了盘煎豆腐都快吃完了在催促后才上
感觉通风不太好
但是前台收银很拽,我们十个人就点了一千块的
服务很不到位,这些都忘了上还能不能行了,谁家烤上了还不给酱汁,谁家烧烤不给上大夹子和剪子,只有团购这次很不好,不知道是不是去的太晚服务员都累了
两个人吃还要再点些东西,价格小贵不过味道还行,桌子都是酸的,东西挺少的,服务也有待提高,同价位环境不怎么好,服务员还拿臭的抹布擦桌子
虽然开了空调但还是很热,也没点贵的东西,这不太好,烤肉酱还收钱而且没有选择,代金券可用的范围太少不合算
有点小贵,两个人点了两盘肉
有点小贵,两个人点了两盘肉一个冷面一共198
烤肉时排风不好冒烟很大,总体感觉一般,环境一般连儿童餐椅都没有,服务员态度不好,环境比较吵
现在连芝麻酱都没有了,告诉服务员倒点水,没有以前好,结果饭都吃完了也没给倒
里面有个女服务员服务态度太恶劣了,顾客就是上帝这句话真应该让她好好学学,到后来麻烦她一下甚至都不爱看她那张脸,倒水都很不情愿装作听不见
很难吃
一份多春鱼就六条三十二元,有点贵了,肉量太少了一盘肉就六片
有点贵
感觉有点小贵
有点贵啊
肉是真贵啊,可反味能把人熏死,没送洗车阿
单点的,主食不能用券,价格不便宜,海鲜饼和豆腐汤都用不了味道还行吧,本来我对牛排这些也不是特有兴趣
价格的确挺贵的
再也不会去了,下次再不去了,服务很差,调料额外加的要6元一位,吃过最差的烧烤
孩子没有吃饱,吃完后
性价比不是非常理想
就像面饼里长了很多杂草,点个海鲜饼里面的葱有一根手指长很多根,上菜也不快,服务一般,量太小
不会再团,肉量也少,肉的品质不怎么样好,有一款肉
要吃烤肉不能去这家服务菜品都不行
量少了点
环境少差点,没次都好,人多有烟
上菜好慢呢
不过真心贵
没想到最套餐中贵的肉是最不得意的,实践证明贵的不一定就是最好的噢
去过2次了,团购价虽然也不便宜,但是一分价钱一分货
座位不是很舒服,有点挤
希望商家注意肉的品质,去了三四次了,就是单点的牛舌有股怪味
那雪碧就是水还12元,服务员态度不是很好不喜欢而且还撒谎
但是环境有点差强人意,不知道他家有多长时间没有打扫了,在我吃饭的上方墙角还有几丝蜘蛛网
就是量太少了,根本不够吃
就是那天空调坏了,有点冷
一进屋都是烧烤的烟,环境有待改进
但不需要??,客流量不小,当然价格也不便宜
但不需要??,客流量不小,当然价格也不便宜
至少我是不会再去了,人真多呀,我们再等后点的菜时服务员把餐具都要给撤了,饭店这么多,看的网评都说好,反正有点气人
上菜速度也一般,分量不够6人的,还等了一会才有位置,菜价不算便宜,四个人吃勉强吃饱
讲话觉得闹腾,音乐声音太大
无主食,无饮料,就是不够吃
有一点不太好的可能就是因为人多,所以服务员不能给烤,其他有两盘肉味道都偏甜,大概就给烤了一盘肉
我说我要办,合着你家全看心情呀,我都不办
价格贵,套餐俩人不够吃,不会再去了
很不好菜量少口味还可以,很不好,菜量少,服务员态度不好
但是单点有点贵
东西还是那个味道,服务员个个都面无表情绷着个脸,但是服务没有以前好了
那个蔬菜沙拉量太多了,这个有些不文明,是不是这里没有禁止吸烟的标示
就是有点贵
但量不够46人的
价格不低
油烟太大,根本不够吃
这回上菜各种慢呀
但给的是一杯,就是感觉量有点少
东西少的可怜,还有两样跟着没有一样,一点都不好,200元的美团券居然没吃饱,怀疑价格一点都没便宜
但是量比较少,有点冷清
没的说,最后等其它的吃完了才上来
只是豆腐脑汤跟普通韩国料理的味道不一样有点奇怪
结果还是又点别的了,量比较不够,本以为200的二人餐量会很大,服务员的服务也不怎么好
不团购的话价格较贵,还用说吗
唯一不满意的就是满屋子烟啊
就是有点昂贵,真就是一分价钱一分货
还不如选免费刷车,感觉有猫腻,因为团购里的雪龙牛上脑是不在菜单里的
墨迹半天,就是弄错了,上菜也那么慢
别好好的东西都糟蹋了,还有烤肉汁和烤肉酱不是一回事,酱要钱的
不会再考虑再来了,只是服务太差
就是去的时候剩的位置不太好,坐着有点挤
还不新鲜,肉很硬
店里很冷,量也不够,味道也不好
就是有点小贵
单点的量看着还正常,如果不是团购,团购就算了吧,而不是4人餐
这个量也就两个人吃吧,很不喜欢,非会员比会员菜价高出太多,量太少了,不实在
其实量很小,说是四人套餐
肉量太少,有点被诱导消费的感觉
四人份的三个人都不够吃
价格有点高
一点不夸张,给的肉少的可怜,一盘里就两片呀两片,跟图片不一样,根本不够吃
就是菜量少
价格有些贵
凭什么团购的不给烤
肉好量少点
人太多
女服务员告诉我菜单里没有雪龙贝肉,鉴于之前女服务员跟我说我要的雪龙贝肉就是雪龙小里脊,女的对于她告诉我的“菜单上的雪龙小里脊就是我要的雪龙贝肉”全然否认,我说这价格不对,没有人跟我说雪龙贝肉多少钱,但我对你们前后不一的说辞和态度非常不满
不便宜
肉也差了,再不去了,不如以前了
发现地瓜片没给上实在是忍不了的我先生找了经理,结果后边来的餐比我们的还快,自己烤的不好大虾都没熟最后准备走了看了一眼单子,又等了半个小时觉得不对劲儿,虽然人多难免忙中出错但是也不能一错再错外地人
单点太贵了
量少两个人又点了200的肉才够吃,两个人又点了200的肉才够吃,量少
服务员摔摔打打,服务极差,跟他说话不搭理人差评
价格有点偏贵
既然有代烤的服务,也没有赠送南瓜粥和辣白菜这种一般烤肉店都会送的东西,后来都没什么人都不忙了,但是性价比略低,感觉再好的肉也会被服务品质拖累差了吧
东西量有点少
价钱稍稍有点高服务很好
还吃出toufa,团购的肉感觉量少,懒得找了,蜂蜜柚子茶不想再喝了,鲍鱼不太新鲜
没来的及拍照
2-坐在门口,三人不够吃,1-四人套餐,一个字冷,3-啤酒贵
而且服务太贵特别好
虽说团外餐小贵
这个套餐三个人根本不够吃,团完又单点的其他吃的,三个女生饭量都不大
有点小贵,虾不是特别好,有土腥味,也没说有优惠劵
服务如传说中的一样,直到我吃完叫人撤盘子,服务实在差,上肉时服务员走开干别的了,好歹量合适些,量少的不像一份
分量小,生菜洗不净似乎是很多餐饮的通病,烤虾不好吃
第一次也不会再去了,工作餐,不好吃
人多的时候服务员严重不足,所以火候掌握的不好,忙不过来,肉都考老了
服务倒是挺好,菜品有点贵
然后觉得没有想象中那么好,好不容易找到了地方
拉肚子,中午饭吃完,下午回来老公就拉肚子,晚上轮到自己肚子疼
什么都难吃,菜量少的可怜,难吃至极
环境差,沙发椅子脏,菜品差,味道不好
除了贵些
然后写着178的肉只有4小块,美团上的东西菜单上都没有,简单说就是4口吧??,两个人200多没吃饱
玉米饼,味道很一般,LA调味牛排
性价比低,菜价虚高,很多团购上的菜品菜单上都没有,菜品一般
点菜的时候点重了服务员也不提醒,肉不好吃啊,没什么滋味,菜也很差
价钱高,蔬菜盘给的也太少了却要13块一盘总结跟西安路店差距大,服务也不够好,量很少,服务烤一会儿人没了,菜牌上的价高,环境一般口味还可以,味道一般,主要就是量少,蔬菜盘给的也太少了却要13块一盘
,没有西安路的好吃,感觉应该翻修了还有调整菜品
所以觉得吃饱了,我们花了将近300是吃不饱的,就是量整体非常小
店面有点老旧
就是套餐里127的肉,性价比一般
还行吧量太少味道还可以,菜什么的还有虫子,卫生情况不怎么好
现在这些3个人根本不够吃,而且不知道为啥这些食物这么难看,和广告上的一点都不一样,味道只能说还凑合,跟照片一点都不一样
到了说我们团购的不能做在预定的位置
不香,总之不好吃,不知道是不是团购的肉不好,肉硬,浪费了很多
服务很差
加了辣白菜炒饭和牛肉金针菇,2人不够吃
贵
就是真心有些小贵
因为爸爸不知道都有什么,没想到酱汤是一两碗的汤,那不知道你们就不给上吗,所以也不知道有鸡翅,据了解汤都是凉的,这个套餐很不实惠
菜量太少了两个人吃的都没吃好建议一个人去吃还行
两个人吃很尴尬,有点小贵,稍微贵一点也好啊
价格高
只顾吃就行,就是价位稍贵
服务特别特别差,不会再去了
唯一是生菜有些不太新鲜了,希望下次去是不一样的态度不然东西再好吃也会没胃口,提个建议服务员服务不是很周到也不热情可能当天心情不好,生拌牛肉
最主要味道真的很一般,服务员态度不好,老板态度一般,真的很一般,分量很少
而商家做的远远不够罢了,但是东西绝对不是难吃,腌制的烤肉不难吃,很不贴心,结果很失望,放餐具基本是扔在桌面上,缺少服务意识,座位比较拥挤,路边随便都能吃到的味道,否则出不去
就是人太多
贵了点
团购不点儿,量特别少还多点了好多
直接用虾代替,服务态度差,鲍鱼没有了也不说
虾也是一个,也许好评价都是这么来的吧,这是我在团购网上团的最不值得的一次,不知道为什么会评分那么高
沙拉没怎么吃,有点不新鲜
人均消费一百以上,是个吹牛皮的地方
等了一个小时吧
环境不怎么好
越来越差,不会再来,特别不满意
价格也微微有点高啊
就是略贵
管理有待提高啊,别桌上菜时菜掉到托盘里了传菜以为没人看见直接用手给捡进去了,传菜工作服很脏,但出品卫生不好
而且价格超贵,就是虚高价格,一个泡菜炒饭,根本不值,菜味道很一般,坑看菜单的价格就知道了
实际也就是这个价格而已,应该不会再来了,一个男服务员使用不恰当的工具送木炭炉,岂不知本人不是容易被收买的人,走过我们桌子旁竟然将一炉火红的木炭洒落一地,竟然没有道歉和安慰,另外原价位虚高好多,性价比一般
自己烤烧麻烦点,位置有点偏
都没吃饱,吃过一次不会去第二次,菜量太少了,一定不要去,会后悔死的
菜量又少,味道一般菜量又少,服务也一般,味道一般
牛舌,那既然不能刷也没有刷车卷那可以不写么,团购上说有刷车卷我问服务员
有点扯,俩个女孩三百多,价钱偏贵,肉质一般
服务态度就更不用说啦,有点小贵
不过团的菜品卖想还是不太好看
我还没吃完一个劲给我烤,服务还可以但是服务意识不行,一般般吧,很吵
